name,namespace,root,standard,gated_reason,has_compiled_dts,methods_defined,parameterized_methods,definition_status,definition_kind,live_status,live_runs,live_drivers,live_contexts,methods_passed,methods_failed,methods_skipped,elements_passed,elements_failed,elements_skipped,behavioral_status,behavioral_checks
runtime_rpa/windowsUserAccountForm,runtime_rpa,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_rpa/windowsUserAccountListActions,runtime_rpa,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/lightningPrimitiveBubble,runtime_sales,True,True,,True,6,0,passed,codegen,passed,4,"cdp,webdriver","console,home",4,0,0,12,0,4,not_seen,0
runtime_sales/path,runtime_sales,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/pathAssistantBody,runtime_sales,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/pathAssistantTab,runtime_sales,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/pathAssistantTabSet,runtime_sales,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/pathBody,runtime_sales,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/pathClosedStageModal,runtime_sales,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/pathFields,runtime_sales,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/pathGuidance,runtime_sales,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/pathStep,runtime_sales,True,True,,True,8,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/pathTrack,runtime_sales,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/pathTrackScroller,runtime_sales,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales/pathassistantCollapsibleDrawer,runtime_sales,True,True,,True,5,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales_cadencebuilder/actions,runtime_sales_cadencebuilder,True,True,,True,2,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales_cadencebuilder/cadenceBuilderCanvas,runtime_sales_cadencebuilder,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales_cadencebuilder/cadenceBuilderPalette,runtime_sales_cadencebuilder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales_cadencebuilder/cadenceStepBlock,runtime_sales_cadencebuilder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales_cadencebuilder/cadenceTrack,runtime_sales_cadencebuilder,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales_cadencebuilder/createEditCadenceV2,runtime_sales_cadencebuilder,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales_opportunitysplit/editProductSplitsModal,runtime_sales_opportunitysplit,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales_opportunitysplit/opportunityLineItemSplit,runtime_sales_opportunitysplit,True,True,,True,5,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales_opportunitysplit/opportunityLineItemSplitDatatable,runtime_sales_opportunitysplit,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales_setup/pathAssistantSetupIframe,runtime_sales_setup,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_sales_setup/pathAssistantSetupPage,runtime_sales_setup,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
runtime_thp_cms/inputSection,runtime_thp_cms,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sales/gencanvas/tileFooter,sales,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sales/gencanvas/tileMeetingGoalsComposer,sales,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sales/gencanvas/tileOpportunityCard,sales,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/chatterDetail,salesforceapp,True,True,,True,6,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/chatterDetailAndroid,salesforceapp,True,True,,True,6,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/chatterDetailiOS,salesforceapp,True,True,,True,6,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/chatterMain,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/chatterMainAndroid,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/chatterMainiOS,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/chatterPostCell,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/chatterPostCellAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/chatterPostCelliOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/postPublisher,salesforceapp,True,True,,True,3,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/postPublisherAndroid,salesforceapp,True,True,,True,3,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/chatter/postPublisheriOS,salesforceapp,True,True,,True,3,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/addCardList,salesforceapp,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/addCardListAndroid,salesforceapp,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/addCardListiOS,salesforceapp,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/editHome,salesforceapp,True,True,,True,6,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/editHomeAndroid,salesforceapp,True,True,,True,6,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/editHomeiOS,salesforceapp,True,True,,True,6,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/homeCardList,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/homeCardListAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/homeCardListiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/mobileHome,salesforceapp,True,True,,True,5,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/mobileHomeAndroid,salesforceapp,True,True,,True,5,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/mobilehome/mobileHomeiOS,salesforceapp,True,True,,True,5,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/allItemsNav,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/allItemsNavAndroid,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/allItemsNaviOS,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/appItemsList,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/appItemsListAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/appItemsListiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/appLauncherNav,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/appLauncherNavAndroid,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/appLauncherNaviOS,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/globalSearch,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/globalSearchAndroid,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/globalSearchiOS,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navBar,salesforceapp,True,True,,True,11,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navBarAndroid,salesforceapp,True,True,,True,11,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navBarOverflowMenu,salesforceapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navBarOverflowMenuAndroid,salesforceapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navBariOS,salesforceapp,True,True,,True,11,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navItemsList,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navItemsListAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navItemsListiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navMenu,salesforceapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navMenuAndroid,salesforceapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navMenuiOS,salesforceapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navTabBar,salesforceapp,True,True,,True,4,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navTabBarAndroid,salesforceapp,True,True,,True,4,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/navTabBariOS,salesforceapp,True,True,,True,4,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/profileMenuNav,salesforceapp,True,True,,True,11,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/profileMenuNavAndroid,salesforceapp,True,True,,True,11,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/profileMenuNaviOS,salesforceapp,True,True,,True,11,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/reportHomeNavBar,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/reportHomeNavBarAndroid,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/reportHomeNavBariOS,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/searchBar,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/searchBarAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/navigation/searchBariOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/appSwitchingFlash,salesforceapp,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/appSwitchingFlashAndroid,salesforceapp,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/appSwitchingFlashiOS,salesforceapp,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/briefcase,salesforceapp,True,True,,True,8,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/briefcaseAndroid,salesforceapp,True,True,,True,8,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/briefcaseSummary,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/briefcaseSummaryAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/briefcaseSummaryiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/briefcaseiOS,salesforceapp,True,True,,True,8,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/draftList,salesforceapp,True,True,,True,3,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/draftListAndroid,salesforceapp,True,True,,True,3,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/draftListiOS,salesforceapp,True,True,,True,3,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/draftRow,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/draftRowAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/draftRowiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/draftSummary,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/draftSummaryAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/draftSummaryiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPage,salesforceapp,True,True,,True,7,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageActionItem,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageActionItemAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageActionItemiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageActionList,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageActionListAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageActionListiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageActionRow,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageActionRowAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageActionRowiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageAndroid,salesforceapp,True,True,,True,7,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageCard,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageCardAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageCardiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/landingPageiOS,salesforceapp,True,True,,True,7,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineNavBar,salesforceapp,True,True,,True,4,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineNavBarAndroid,salesforceapp,True,True,,True,4,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineNavBariOS,salesforceapp,True,True,,True,4,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineObjectHome,salesforceapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineObjectHomeAndroid,salesforceapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineObjectHomeiOS,salesforceapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineObjectList,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineObjectListAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineObjectListiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineObjectRow,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineObjectRowAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineObjectRowiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineProfileMenu,salesforceapp,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineProfileMenuAndroid,salesforceapp,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineProfileMenuiOS,salesforceapp,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineRecordList,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineRecordListAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineRecordListiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineRecordRow,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineRecordRowAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineRecordRowiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineSearch,salesforceapp,True,True,,True,4,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineSearchAndroid,salesforceapp,True,True,,True,4,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/offlineapp/offlineSearchiOS,salesforceapp,True,True,,True,4,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/actionBar,salesforceapp,True,True,,True,4,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/actionBarAndroid,salesforceapp,True,True,,True,4,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/actionBarOverflow,salesforceapp,True,True,,True,4,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/actionBarOverflowAndroid,salesforceapp,True,True,,True,4,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/actionBarOverflowiOS,salesforceapp,True,True,,True,4,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/actionBariOS,salesforceapp,True,True,,True,4,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/analyticsBrowse,salesforceapp,True,True,,True,8,4,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/analyticsBrowseAndroid,salesforceapp,True,True,,True,8,4,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/analyticsBrowseiOS,salesforceapp,True,True,,True,8,4,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/analyticsDashboard,salesforceapp,True,True,,True,7,3,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/analyticsDashboardAndroid,salesforceapp,True,True,,True,7,3,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/analyticsDashboardiOS,salesforceapp,True,True,,True,7,3,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/analyticsHome,salesforceapp,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/analyticsHomeAndroid,salesforceapp,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/analyticsHomeiOS,salesforceapp,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/embeddedHalfSheet,salesforceapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/embeddedHalfSheetAndroid,salesforceapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/embeddedHalfSheetiOS,salesforceapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/eventObjectHome,salesforceapp,True,True,,True,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/eventObjectHomeAndroid,salesforceapp,True,True,,True,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/eventObjectHomeiOS,salesforceapp,True,True,,True,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/favorite,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/favoriteAndroid,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/favoriteList,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/favoriteListAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/favoriteListiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/favoriteSearchBar,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/favoriteSearchBarAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/favoriteSearchBariOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/favoriteiOS,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/listCardList,salesforceapp,True,True,,True,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/objectAllLists,salesforceapp,True,True,,True,6,3,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/objectAllListsAndroid,salesforceapp,True,True,,True,6,3,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/objectAllListsiOS,salesforceapp,True,True,,True,6,3,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/objectHome,salesforceapp,True,True,,True,11,4,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/objectHomeAndroid,salesforceapp,True,True,,True,11,4,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/objectHomeNoList,salesforceapp,True,True,,True,7,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/objectHomeNoListAndroid,salesforceapp,True,True,,True,7,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/objectHomeNoListiOS,salesforceapp,True,True,,True,7,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/objectHomeiOS,salesforceapp,True,True,,True,11,4,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/recordTypePicker,salesforceapp,True,True,,True,3,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/recordTypePickerAndroid,salesforceapp,True,True,,True,3,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
