name,namespace,root,standard,gated_reason,has_compiled_dts,methods_defined,parameterized_methods,definition_status,definition_kind,live_status,live_runs,live_drivers,live_contexts,methods_passed,methods_failed,methods_skipped,elements_passed,elements_failed,elements_skipped,behavioral_status,behavioral_checks
salesforceapp/record/recordTypePickeriPad,salesforceapp,True,True,,True,3,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/recordTypePickeriPhone,salesforceapp,True,True,,True,3,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportCardSearchBar,salesforceapp,True,True,,True,2,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportCardSearchBarAndroid,salesforceapp,True,True,,True,2,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportCardSearchBariOS,salesforceapp,True,True,,True,2,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportHome,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportHomeAndroid,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportHomeiOS,salesforceapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportSummary,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportSummaryAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportSummaryiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportTable,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportTableAndroid,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/reportTableiOS,salesforceapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/searchResult,salesforceapp,True,True,,True,5,3,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/searchResultAndroid,salesforceapp,True,True,,True,5,3,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/searchResultiOS,salesforceapp,True,True,,True,5,3,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
salesforceapp/record/slidePanel,salesforceapp,True,True,,True,1,0,passed,codegen,passed,6,"cdp,webdriver","account_detail,console,home",0,0,0,6,0,0,not_seen,0
search/filters/filterInput,search,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
search/filters/filtersForm,search,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
search/filters/panel,search,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
search/filters/range,search,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
search/filters/select,search,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
search/filters/text,search,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticListViewManager,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupBroker,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupChatView,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupComponentPanel,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupFloatingButton,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupHome,setup,True,True,,True,21,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupHomeChatInput,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupLoader,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupLogo,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupPageHeader,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupPanelMessageBlock,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupPills,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/agenticSetupRecommendedUtterances,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/assistantPageNavBar,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/assistantProgressBar,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/baseTable,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/breadcrumbs,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/dataTable,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/listDataProvider,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/listDecorator,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/listPanel,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/listPanelWrapper,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/lwcSetupComponent,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/lwcSetupHeader,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/navTreeNode,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/recordForm,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/recordFormInternal,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/sales/prmconfig/digitalExperienceModal,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/setupAlohaPage,setup,True,True,,True,7,7,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/setupAlohaPageItemRow,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/setupComponent,setup,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/setupHeader,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/setupNavTree,setup,True,True,,True,3,3,passed,codegen,passed,2,"cdp,webdriver",setup,4,0,0,2,0,0,not_seen,0
setup/smeWorkItemsRenderer,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/tabLists,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/tableBaseButton,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/tableDataProvider,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup/tableToggleSwitch,setup,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_einstein_coach/scenarioListViewHeader,setup_einstein_coach,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_einstein_coach/scenarioListViewTable,setup_einstein_coach,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_platform_notifications/collapsibleSection,setup_platform_notifications,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_platform_notifications/customNotificationTypes,setup_platform_notifications,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_platform_notifications/notificationBuilder,setup_platform_notifications,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_platform_notifications/notificationDetailsForm,setup_platform_notifications,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_platform_notifications/notificationTypesManager,setup_platform_notifications,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_platform_notifications/notificationWizard,setup_platform_notifications,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_platform_notifications/objectLookupInput,setup_platform_notifications,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_platform_notifications/payloadEditor,setup_platform_notifications,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_platform_notifications/slackAppSelection,setup_platform_notifications,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
setup_platform_notifications/typeSelectionVisualPicker,setup_platform_notifications,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfa/choosePricebook,sfa,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfa/createPartnerContainer,sfa,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfa/inputStageName,sfa,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfa/opportunityTeamMemberCard,sfa,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfa/outputStageName,sfa,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfa/productScheduleEstablish,sfa,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfa/taskList,sfa,True,True,,True,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/actionBar/actionTray,sfsmobileapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/actionBar/actionTrayAndroid,sfsmobileapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/actionBar/actionTrayRecords,sfsmobileapp,True,True,,True,2,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/actionBar/actionTrayRecordsAndroid,sfsmobileapp,True,True,,True,2,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/actionBar/actionTrayRecordsiOS,sfsmobileapp,True,True,,True,2,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/actionBar/actionTrayiOS,sfsmobileapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/app/fieldServiceApp,sfsmobileapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/app/fieldServiceAppAndroid,sfsmobileapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/app/fieldServiceAppiOS,sfsmobileapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/ChooseConnAndroid,sfsmobileapp,True,True,,True,2,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/addConn,sfsmobileapp,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/addConnAndroid,sfsmobileapp,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/addConniOS,sfsmobileapp,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/chooseConn,sfsmobileapp,True,True,,True,2,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/chooseConniOS,sfsmobileapp,True,True,,True,2,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/getStarted,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/getStartediOS,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/loginButtonScreen,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/loginButtonScreeniOS,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/loginNavBar,sfsmobileapp,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/loginNavBarAndroid,sfsmobileapp,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/loginNavBarOptions,sfsmobileapp,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/loginNavBarOptionsAndroid,sfsmobileapp,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/loginNavBariOS,sfsmobileapp,True,True,,True,1,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/loginOauth,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/loginSlides,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/loginSlidesiOS,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/sfsEula,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/sfsEulaAndroid,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/sfsEulaiOS,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/sfsLogin,sfsmobileapp,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/sfsLoginOauth,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/sfsLoginOauthiOS,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/authentication/sfsLoginiOS,sfsmobileapp,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/copilot/copilotLauncher,sfsmobileapp,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/copilot/copilotLauncherAndroid,sfsmobileapp,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/copilot/copilotLauncheriOS,sfsmobileapp,True,True,,True,3,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/copilot/copilotPanelHeader,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/copilot/copilotPanelHeaderAndroid,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/copilot/copilotPanelHeaderiOS,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/deviceAlerts/deviceAlert,sfsmobileapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/deviceAlerts/deviceAlertAndroid,sfsmobileapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/deviceAlerts/deviceAlertiOS,sfsmobileapp,True,True,,True,4,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/deviceAlerts/deviceLocationAlert,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/deviceAlerts/deviceLocationAlertAndroid,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/deviceAlerts/deviceLocationAlertiOS,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/lwc/lwcMobileContainer,sfsmobileapp,True,True,,True,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/permissions/cameraAccess,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/permissions/cameraAccessiOS,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/permissions/notifications,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/permissions/notificationsiOS,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/permissions/shareLocation,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/permissions/shareLocationAndroid,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/permissions/shareLocationiOS,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/assetServiceHistoryObject,sfsmobileapp,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/assetServiceHistoryObjectAndroid,sfsmobileapp,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/assetServiceHistoryObjectiOS,sfsmobileapp,True,True,,True,1,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/serviceAppointmentObject,sfsmobileapp,True,True,,True,7,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/serviceAppointmentObjectAndroid,sfsmobileapp,True,True,,True,7,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/serviceAppointmentObjectiOS,sfsmobileapp,True,True,,True,7,1,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/workOrderObject,sfsmobileapp,True,True,,True,7,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/workOrderObjectAndroid,sfsmobileapp,True,True,,True,7,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/workOrderObjectOverview,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/workOrderObjectOverviewAndroid,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/workOrderObjectOverviewiOS,sfsmobileapp,True,True,,True,2,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/record/workOrderObjectiOS,sfsmobileapp,True,True,,True,7,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/sections/serviceReportSection,sfsmobileapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/sections/serviceReportSectionAndroid,sfsmobileapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/sections/serviceReportSectioniOS,sfsmobileapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
sfsmobileapp/webElements/divTag,sfsmobileapp,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
support/broadcastEmailModal,support,True,True,,True,8,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
support/emailModal,support,True,True,,True,8,2,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
support/incidentHome,support,True,True,,True,14,4,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
support/lwcRelatedRecord,support,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
tua/licenseCountDetails,tua,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/addNewItem,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/agentPlatformToggle,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/appToolbar,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/baseFormModal,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/baseInputFilter,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/baseListStatus,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/baseViewDrillin,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/copilotDetailsRecordForm,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/copilotHomeEdit,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/copilotHomeEditHeader,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/copilotLanguageParameters,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/copilotRecordTabs,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/copilotSetupContainer,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/copilotSetupItem,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/copilotStudioContainer,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/copilotSystemMessages,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/copilotVersionListContainer,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/extendedDatatable,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/leftRail,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/leftRailItem,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/leftRailTabItemButton,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/leftRailViewComponent,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/listCopilotTopics,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/modalDeleteCopilot,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/panelHeader,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/primitiveFieldInput,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/railPanelTopics,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/railPanelTopicsSuite,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/recordFormAgentDetail,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/router,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/tooltip,ui,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
ui/chatbots/components/welcomeCopilot,ui,True,True,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
visualeditor/componentPropertiesEditor,visualeditor,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
visualeditor/itemListRow,visualeditor,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
visualeditor/propertyEditorItem,visualeditor,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
visualeditor/ruleList,visualeditor,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
visualeditor/sortableList,visualeditor,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
visualeditor/sortableListItem,visualeditor,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
webruntimedesign/paletteItem,webruntimedesign,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
webruntimedesign/palettePopover,webruntimedesign,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
webruntimedesign/palettePopoverTrigger,webruntimedesign,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
webruntimedesign/popoverCloseButton,webruntimedesign,False,,,False,0,0,passed,codegen,not_seen,0,,,0,0,0,0,0,0,not_seen,0
